year,sex,means_of_travel,towns_by_size,age_range,edu_status,value
2016,Female,bus,Rush,13-18,at secondary school,150
2016,Female,bus,Rush,19-66,at university,78
2016,Female,bus,Gorey,15-66,working,38
2016,Female,bus,Gorey,5-12,at primary school,27
2016,Female,bus,Gorey,13-18,at secondary school,24
2016,Female,bus,Gorey,19-66,at university,34
2016,Female,bus,Ratoath,15-66,working,136
2016,Female,bus,Ratoath,5-12,at primary school,25
2016,Female,bus,Ratoath,13-18,at secondary school,64
2016,Female,bus,Ratoath,19-66,at university,68
2016,Female,bus,Nenagh,15-66,working,22
2016,Female,bus,Nenagh,5-12,at primary school,5
2016,Female,bus,Nenagh,13-18,at secondary school,21
2016,Female,bus,Nenagh,19-66,at university,36
2016,Female,bus,Trim,15-66,working,72
2016,Female,bus,Trim,5-12,at primary school,79
2016,Female,bus,Trim,13-18,at secondary school,45
2016,Female,bus,Trim,19-66,at university,49
2016,Female,bus,Tuam,15-66,working,58
2016,Female,bus,Tuam,5-12,at primary school,19
2016,Female,bus,Tuam,13-18,at secondary school,19
2016,Female,bus,Tuam,19-66,at university,29
2016,Female,bus,New Ross,15-66,working,25
2016,Female,bus,New Ross,5-12,at primary school,15
2016,Female,bus,New Ross,13-18,at secondary school,19
2016,Female,bus,New Ross,19-66,at university,19
2016,Female,bus,Kildare,15-66,working,97
2016,Female,bus,Kildare,5-12,at primary school,102
2016,Female,bus,Kildare,13-18,at secondary school,80
2016,Female,bus,Kildare,19-66,at university,36
2016,Female,bus,Thurles,15-66,working,7
2016,Female,bus,Thurles,5-12,at primary school,6
2016,Female,bus,Thurles,13-18,at secondary school,6
2016,Female,bus,Thurles,19-66,at university,10
2016,Female,bus,Youghal,15-66,working,33
2016,Female,bus,Youghal,5-12,at primary school,74
2016,Female,bus,Youghal,13-18,at secondary school,43
2016,Female,bus,Youghal,19-66,at university,40
2016,Female,bus,Portarlington,15-66,working,36
2016,Female,bus,Portarlington,5-12,at primary school,111
2016,Female,bus,Portarlington,13-18,at secondary school,57
2016,Female,bus,Portarlington,19-66,at university,25
2016,Female,bus,Monaghan,15-66,working,20
2016,Female,bus,Monaghan,5-12,at primary school,32
2016,Female,bus,Monaghan,13-18,at secondary school,12
2016,Female,bus,Monaghan,19-66,at university,16
2016,Female,bus,Lusk,15-66,working,178
2016,Female,bus,Lusk,5-12,at primary school,31
2016,Female,bus,Lusk,13-18,at secondary school,86
2016,Female,bus,Lusk,19-66,at university,44
2016,Female,bus,Edenderry,15-66,working,48
2016,Female,bus,Edenderry,5-12,at primary school,18
2016,Female,bus,Edenderry,13-18,at secondary school,14
2016,Female,bus,Edenderry,19-66,at university,30
2016,Female,bus,Dunboyne,15-66,working,136
2016,Female,bus,Dunboyne,5-12,at primary school,15
2016,Female,bus,Dunboyne,13-18,at secondary school,32
2016,Female,bus,Dunboyne,19-66,at university,65
2016,Female,bus,Buncrana,15-66,working,20
2016,Female,bus,Buncrana,5-12,at primary school,23
2016,Female,bus,Buncrana,13-18,at secondary school,20
2016,Female,bus,Buncrana,19-66,at university,30
2016,Female,bus,Donabate,15-66,working,84
2016,Female,bus,Donabate,5-12,at primary school,32
2016,Female,bus,Donabate,13-18,at secondary school,10
2016,Female,bus,Donabate,19-66,at university,17
2016,Female,bus,Clane,15-66,working,123
2016,Female,bus,Clane,5-12,at primary school,39
2016,Female,bus,Clane,13-18,at secondary school,35
2016,Female,bus,Clane,19-66,at university,53
2016,Female,bus,Ballinasloe,15-66,working,19
2016,Female,bus,Ballinasloe,5-12,at primary school,51
2016,Female,bus,Ballinasloe,13-18,at secondary school,50
2016,Female,bus,Ballinasloe,19-66,at university,19
2016,Female,bus,Bandon,15-66,working,34
2016,Female,bus,Bandon,5-12,at primary school,63
2016,Female,bus,Bandon,13-18,at secondary school,25
2016,Female,bus,Bandon,19-66,at university,37
2016,Female,bus,Fermoy,15-66,working,20
2016,Female,bus,Fermoy,5-12,at primary school,1
2016,Female,bus,Fermoy,13-18,at secondary school,18
2016,Female,bus,Fermoy,19-66,at university,36
2016,Female,bus,Newcastle West,15-66,working,12
2016,Female,bus,Newcastle West,5-12,at primary school,31
2016,Female,bus,Newcastle West,13-18,at secondary school,12
2016,Female,bus,Newcastle West,19-66,at university,9
2016,Female,bus,Westport,15-66,working,9
2016,Female,bus,Westport,5-12,at primary school,19
2016,Female,bus,Westport,13-18,at secondary school,31
2016,Female,bus,Westport,19-66,at university,10
2016,Female,bus,Carrick-on-Suir,15-66,working,31
2016,Female,bus,Carrick-on-Suir,5-12,at primary school,79
2016,Female,bus,Carrick-on-Suir,13-18,at secondary school,67
2016,Female,bus,Carrick-on-Suir,19-66,at university,22
2016,Female,bus,Kells (Ceanannas),15-66,working,73
2016,Female,bus,Kells (Ceanannas),5-12,at primary school,69
2016,Female,bus,Kells (Ceanannas),13-18,at secondary school,17
2016,Female,bus,Kells (Ceanannas),19-66,at university,48
2016,Female,bus,Birr,15-66,working,6
2016,Female,bus,Birr,5-12,at primary school,6
2016,Female,bus,Birr,13-18,at secondary school,16
2016,Female,bus,Birr,19-66,at university,17
2016,Female,bus,Kinsealy-Drinan,15-66,working,337
2016,Female,bus,Kinsealy-Drinan,5-12,at primary school,9
2016,Female,bus,Kinsealy-Drinan,13-18,at secondary school,77
2016,Female,bus,Kinsealy-Drinan,19-66,at university,41
2016,Female,bus,Passage West,15-66,working,48
2016,Female,bus,Passage West,5-12,at primary school,13
2016,Female,bus,Passage West,13-18,at secondary school,35
2016,Female,bus,Passage West,19-66,at university,33
2016,Female,bus,Roscommon,15-66,working,5
2016,Female,bus,Roscommon,5-12,at primary school,27
2016,Female,bus,Roscommon,13-18,at secondary school,7
2016,Female,bus,Roscommon,19-66,at university,15
2016,Female,bus,Kilcock,15-66,working,91
2016,Female,bus,Kilcock,5-12,at primary school,8
2016,Female,bus,Kilcock,13-18,at secondary school,53
2016,Female,bus,Kilcock,19-66,at university,36
2016,Female,bus,Roscrea,15-66,working,8
2016,Female,bus,Roscrea,5-12,at primary school,28
2016,Female,bus,Roscrea,13-18,at secondary school,40
2016,Female,bus,Roscrea,19-66,at university,6
2016,Female,bus,Tipperary,15-66,working,10
2016,Female,bus,Tipperary,5-12,at primary school,12
2016,Female,bus,Tipperary,13-18,at secondary school,10
2016,Female,bus,Tipperary,19-66,at university,6
2016,Female,bus,Sallins,15-66,working,22
2016,Female,bus,Sallins,5-12,at primary school,71
2016,Female,bus,Sallins,13-18,at secondary school,145
2016,Female,bus,Sallins,19-66,at university,10
2016,Female,bus,Loughrea,15-66,working,43
2016,Female,bus,Loughrea,5-12,at primary school,21
2016,Female,bus,Loughrea,13-18,at secondary school,9
2016,Female,bus,Loughrea,19-66,at university,24
2016,Female,bus,Blessington,15-66,working,47
2016,Female,bus,Blessington,5-12,at primary school,15
2016,Female,bus,Blessington,13-18,at secondary school,38
2016,Female,bus,Blessington,19-66,at university,30
2016,Female,bus,Ardee,15-66,working,31
2016,Female,bus,Ardee,5-12,at primary school,4
2016,Female,bus,Ardee,13-18,at secondary school,29
2016,Female,bus,Ardee,19-66,at university,44
2016,Female,bus,Carrickmacross,15-66,working,27
2016,Female,bus,Carrickmacross,5-12,at primary school,23
2016,Female,bus,Carrickmacross,13-18,at secondary school,6
2016,Female,bus,Carrickmacross,19-66,at university,24
2016,Female,bus,Kinsale,15-66,working,17
2016,Female,bus,Kinsale,5-12,at primary school,6
2016,Female,bus,Kinsale,13-18,at secondary school,18
2016,Female,bus,Kinsale,19-66,at university,12
2016,Female,bus,Ballybofey-Stranorlar,15-66,working,5
2016,Female,bus,Ballybofey-Stranorlar,5-12,at primary school,54
2016,Female,bus,Ballybofey-Stranorlar,13-18,at secondary school,43
2016,Female,bus,Ballybofey-Stranorlar,19-66,at university,22
2016,Female,bus,Listowel,15-66,working,4
2016,Female,bus,Listowel,5-12,at primary school,32
2016,Female,bus,Listowel,13-18,at secondary school,21
2016,Female,bus,Listowel,19-66,at university,10
2016,Female,bus,Oranmore,15-66,working,43
2016,Female,bus,Oranmore,5-12,at primary school,9
2016,Female,bus,Oranmore,13-18,at secondary school,16
2016,Female,bus,Oranmore,19-66,at university,21
2016,Female,bus,Mountmellick,15-66,working,18
2016,Female,bus,Mountmellick,5-12,at primary school,24
2016,Female,bus,Mountmellick,13-18,at secondary school,34
2016,Female,bus,Mountmellick,19-66,at university,23
2016,Female,bus,Clonakilty,15-66,working,7
2016,Female,bus,Clonakilty,5-12,at primary school,9
2016,Female,bus,Clonakilty,13-18,at secondary school,5
2016,Female,bus,Clonakilty,19-66,at university,14
2016,Female,bus,Carrigtwohill,15-66,working,38
2016,Female,bus,Carrigtwohill,5-12,at primary school,4
2016,Female,bus,Carrigtwohill,13-18,at secondary school,4
2016,Female,bus,Carrigtwohill,19-66,at university,22
2016,Female,bus,Cashel,15-66,working,6
2016,Female,bus,Cashel,5-12,at primary school,6
2016,Female,bus,Cashel,13-18,at secondary school,19
2016,Female,bus,Cashel,19-66,at university,7
2016,Female,bus,Kilcoole,15-66,working,54
2016,Female,bus,Kilcoole,5-12,at primary school,27
2016,Female,bus,Kilcoole,13-18,at secondary school,28
2016,Female,bus,Kilcoole,19-66,at university,21
2016,Female,bus,Duleek,15-66,working,32
2016,Female,bus,Duleek,5-12,at primary school,132
2016,Female,bus,Duleek,13-18,at secondary school,108
2016,Female,bus,Duleek,19-66,at university,22
2016,Female,bus,Carrick-on-Shannon,15-66,working,8
2016,Female,bus,Carrick-on-Shannon,5-12,at primary school,16
2016,Female,bus,Carrick-on-Shannon,13-18,at secondary school,5
2016,Female,bus,Carrick-on-Shannon,19-66,at university,16
2016,Female,bus,Tullow,15-66,working,7
2016,Female,bus,Tullow,5-12,at primary school,16
2016,Female,bus,Tullow,13-18,at secondary school,7
2016,Female,bus,Tullow,19-66,at university,10
2016,Female,bus,Athenry,15-66,working,15
2016,Female,bus,Athenry,5-12,at primary school,9
2016,Female,bus,Athenry,13-18,at secondary school,2
2016,Female,bus,Athenry,19-66,at university,11
2016,Female,bus,Dunshaughlin,15-66,working,74
2016,Female,bus,Dunshaughlin,5-12,at primary school,15
2016,Female,bus,Dunshaughlin,13-18,at secondary school,16
2016,Female,bus,Dunshaughlin,19-66,at university,45
2016,Female,bus,Macroom,15-66,working,12
2016,Female,bus,Macroom,5-12,at primary school,4
2016,Female,bus,Macroom,13-18,at secondary school,4
2016,Female,bus,Macroom,19-66,at university,10
2016,Female,bus,Monasterevin,15-66,working,36
2016,Female,bus,Monasterevin,5-12,at primary school,26
2016,Female,bus,Monasterevin,13-18,at secondary school,29
2016,Female,bus,Monasterevin,19-66,at university,18
2016,Female,bus,Mitchelstown,15-66,working,11
2016,Female,bus,Mitchelstown,5-12,at primary school,4
2016,Female,bus,Mitchelstown,13-18,at secondary school,5
2016,Female,bus,Mitchelstown,19-66,at university,14
2016,Female,bus,Rathluirc (or Charleville),15-66,working,13
2016,Female,bus,Rathluirc (or Charleville),5-12,at primary school,4
2016,Female,bus,Rathluirc (or Charleville),13-18,at secondary school,6
2016,Female,bus,Rathluirc (or Charleville),19-66,at university,13
2016,Female,bus,Castleblayney,15-66,working,13
2016,Female,bus,Castleblayney,5-12,at primary school,13
2016,Female,bus,Castleblayney,13-18,at secondary school,5
2016,Female,bus,Castleblayney,19-66,at university,13
2016,Female,bus,Cahir,15-66,working,6
2016,Female,bus,Cahir,5-12,at primary school,30
2016,Female,bus,Cahir,13-18,at secondary school,14
2016,Female,bus,Cahir,19-66,at university,11
2016,Female,bus,Kilcullen,15-66,working,35
2016,Female,bus,Kilcullen,5-12,at primary school,28
2016,Female,bus,Kilcullen,13-18,at secondary school,10
2016,Female,bus,Kilcullen,19-66,at university,19
2016,Female,bus,Rathcoole,15-66,working,54
2016,Female,bus,Rathcoole,5-12,at primary school,4
2016,Female,bus,Rathcoole,13-18,at secondary school,13
2016,Female,bus,Rathcoole,19-66,at university,23
2016,Female,bus,Claremorris,15-66,working,12
2016,Female,bus,Claremorris,5-12,at primary school,64
2016,Female,bus,Claremorris,13-18,at secondary school,22
2016,Female,bus,Claremorris,19-66,at university,12
2016,Female,bus,Bantry,15-66,working,4
2016,Female,bus,Bantry,5-12,at primary school,1
2016,Female,bus,Bantry,13-18,at secondary school,6
2016,Female,bus,Bantry,19-66,at university,4
2016,Female,bus,Tower,15-66,working,33
2016,Female,bus,Tower,5-12,at primary school,9
2016,Female,bus,Tower,13-18,at secondary school,24
2016,Female,bus,Tower,19-66,at university,16
2016,Female,bus,Clara,15-66,working,10
2016,Female,bus,Clara,5-12,at primary school,28
2016,Female,bus,Clara,13-18,at secondary school,29
2016,Female,bus,Clara,19-66,at university,20
2016,Female,bus,Stamullen,15-66,working,37
2016,Female,bus,Stamullen,5-12,at primary school,13
2016,Female,bus,Stamullen,13-18,at secondary school,51
2016,Female,bus,Stamullen,19-66,at university,14
2016,Female,bus,Kill,15-66,working,50
2016,Female,bus,Kill,5-12,at primary school,2
2016,Female,bus,Kill,13-18,at secondary school,100
2016,Female,bus,Kill,19-66,at university,19
2016,Female,bus,Rathnew,15-66,working,15
2016,Female,bus,Rathnew,5-12,at primary school,20
2016,Female,bus,Rathnew,13-18,at secondary school,4
2016,Female,bus,Rathnew,19-66,at university,17
2016,Female,bus,Muinebeag,15-66,working,5
2016,Female,bus,Muinebeag,5-12,at primary school,0
2016,Female,bus,Muinebeag,13-18,at secondary school,3
2016,Female,bus,Muinebeag,19-66,at university,6
2016,Female,bus,Enfield,15-66,working,79
2016,Female,bus,Enfield,5-12,at primary school,19
2016,Female,bus,Enfield,13-18,at secondary school,60
2016,Female,bus,Enfield,19-66,at university,16
2016,Female,bus,Courtown Harbour,15-66,working,18
2016,Female,bus,Courtown Harbour,5-12,at primary school,28
2016,Female,bus,Courtown Harbour,13-18,at secondary school,80
2016,Female,bus,Courtown Harbour,19-66,at university,13
2016,Female,bus,Annacotty,15-66,working,14
2016,Female,bus,Annacotty,5-12,at primary school,8
2016,Female,bus,Annacotty,13-18,at secondary school,5
2016,Female,bus,Annacotty,19-66,at university,10
2016,Female,bus,Moate,15-66,working,9
2016,Female,bus,Moate,5-12,at primary school,17
2016,Female,bus,Moate,13-18,at secondary school,8
2016,Female,bus,Moate,19-66,at university,10
2016,Female,bus,Ballinrobe,15-66,working,1
2016,Female,bus,Ballinrobe,5-12,at primary school,26
2016,Female,bus,Ballinrobe,13-18,at secondary school,10
2016,Female,bus,Ballinrobe,19-66,at university,8
2016,Female,bus,Kilrush,15-66,working,4
2016,Female,bus,Kilrush,5-12,at primary school,10
2016,Female,bus,Kilrush,13-18,at secondary school,15
2016,Female,bus,Kilrush,19-66,at university,0
2016,Female,bus,Skibbereen,15-66,working,3
2016,Female,bus,Skibbereen,5-12,at primary school,0
2016,Female,bus,Skibbereen,13-18,at secondary school,10
2016,Female,bus,Skibbereen,19-66,at university,8
2016,Female,bus,Kinnegad,15-66,working,54
2016,Female,bus,Kinnegad,5-12,at primary school,3
2016,Female,bus,Kinnegad,13-18,at secondary school,121
2016,Female,bus,Kinnegad,19-66,at university,23
2016,Female,bus,Newcastle,15-66,working,41
2016,Female,bus,Newcastle,5-12,at primary school,9
2016,Female,bus,Newcastle,13-18,at secondary school,21
2016,Female,bus,Newcastle,19-66,at university,10
2016,Female,bus,Gort,15-66,working,23
2016,Female,bus,Gort,5-12,at primary school,13
2016,Female,bus,Gort,13-18,at secondary school,9
2016,Female,bus,Gort,19-66,at university,10
2016,Female,bus,Donegal,15-66,working,1
2016,Female,bus,Donegal,5-12,at primary school,8
2016,Female,bus,Donegal,13-18,at secondary school,2
2016,Female,bus,Donegal,19-66,at university,6
2016,Female,bus,Boyle,15-66,working,4
2016,Female,bus,Boyle,5-12,at primary school,7
2016,Female,bus,Boyle,13-18,at secondary school,5
2016,Female,bus,Boyle,19-66,at university,1
2016,Female,bus,Ballyjamesduff,15-66,working,11
2016,Female,bus,Ballyjamesduff,5-12,at primary school,9
2016,Female,bus,Ballyjamesduff,13-18,at secondary school,8
2016,Female,bus,Ballyjamesduff,19-66,at university,10
2016,Female,bus,Carndonagh,15-66,working,10
2016,Female,bus,Carndonagh,5-12,at primary school,20
2016,Female,bus,Carndonagh,13-18,at secondary school,7
2016,Female,bus,Carndonagh,19-66,at university,15
2016,Female,bus,Bailieborough,15-66,working,4
2016,Female,bus,Bailieborough,5-12,at primary school,26
2016,Female,bus,Bailieborough,13-18,at secondary school,16
2016,Female,bus,Bailieborough,19-66,at university,9
2016,Female,bus,Castleisland,15-66,working,4
2016,Female,bus,Castleisland,5-12,at primary school,4
2016,Female,bus,Castleisland,13-18,at secondary school,9
2016,Female,bus,Castleisland,19-66,at university,6
2016,Female,bus,Sixmilebridge,15-66,working,6
2016,Female,bus,Sixmilebridge,5-12,at primary school,1
2016,Female,bus,Sixmilebridge,13-18,at secondary school,64
2016,Female,bus,Sixmilebridge,19-66,at university,6
2016,Female,bus,Ballyshannon,15-66,working,16
2016,Female,bus,Ballyshannon,5-12,at primary school,1
2016,Female,bus,Ballyshannon,13-18,at secondary school,1
2016,Female,bus,Ballyshannon,19-66,at university,7
2016,Female,bus,Ballina (North Tipperary),15-66,working,2
2016,Female,bus,Ballina (North Tipperary),5-12,at primary school,8
2016,Female,bus,Ballina (North Tipperary),13-18,at secondary school,8
2016,Female,bus,Ballina (North Tipperary),19-66,at university,4
2016,Female,bus,Blarney,15-66,working,23
2016,Female,bus,Blarney,5-12,at primary school,2
2016,Female,bus,Blarney,13-18,at secondary school,6
